age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
25,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,37,United-States
54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States
48,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States
50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Private,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,55,Ecuador
30,Private,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States
32,Private,10,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States
39,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
40,Private,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
33,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States
20,Private,3,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,30,Guatemala
35,Private,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cambodia
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,99,United-States
23,Private,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,Taiwan
31,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States
44,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
43,Private,2,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
31,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
24,Private,9,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States
51,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States
46,State-gov,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States
26,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
25,Self-emp-inc,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
51,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
22,Private,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States
27,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,60,United-States
62,Private,10,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,40,United-States
45,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
54,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,0,2001,35,United-States
59,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,England
44,Private,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
46,Private,5,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
40,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
49,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
35,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,46,United-States
40,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,66,United-States
35,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
18,Self-emp-not-inc,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
33,Local-gov,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,35,United-States
40,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Canada
55,Private,7,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States
42,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
24,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
23,Private,13,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
69,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States
22,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States
48,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
53,Private,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
28,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
46,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
68,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
33,State-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,48,United-States
42,Private,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States
21,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States
21,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
32,Private,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States
33,Private,10,Separated,Other-service,Not-in-family,White,Female,0,0,30,United-States
32,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,4101,0,50,United-States
56,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
39,Private,7,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States
31,Private,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
42,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
35,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
54,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
32,Private,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
41,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
42,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
40,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
23,Private,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines
56,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
29,Private,11,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States
43,Self-emp-not-inc,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,30,United-States
31,Private,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,36,United-States
31,Private,9,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States
24,Private,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,50,United-States
47,Private,3,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,El-Salvador
24,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,2205,24,United-States
49,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,United-States
76,Private,4,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
61,Private,7,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,30,United-States
40,Private,11,Separated,Sales,Not-in-family,Black,Male,0,0,44,United-States
32,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States
23,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
45,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,2829,0,60,United-States
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States
42,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
26,Private,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Jamaica
51,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
42,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States
49,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
29,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Germany
49,Private,8,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States
31,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,90,United-States
30,Federal-gov,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
25,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
28,Private,6,Never-married,Transport-moving,Unmarried,White,Male,0,0,30,United-States
84,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States
48,Private,9,Never-married,Tech-support,Unmarried,Black,Female,0,0,33,Jamaica
66,Private,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,United-States
45,Private,6,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Vietnam
39,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,Puerto-Rico
40,Private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1628,45,United-States
46,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
19,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
42,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,23,United-States
33,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
38,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
67,Self-emp-inc,9,Widowed,Exec-managerial,Not-in-family,White,Female,15831,0,40,United-States
32,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
35,Private,11,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States
26,Self-emp-not-inc,6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States
64,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,Cuba
57,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
47,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
66,Local-gov,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States
31,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
21,Private,10,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States
22,Private,9,Separated,Other-service,Other-relative,White,Male,0,0,35,United-States
46,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,45,United-States
19,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States
53,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States
22,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
32,Private,9,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,72,Mexico
21,Private,10,Never-married,Sales,Own-child,White,Female,0,0,55,United-States
23,Private,13,Never-married,Sales,Own-child,White,Male,0,0,55,United-States
19,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
46,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,54,United-States
38,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
34,Private,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
40,Private,11,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States
34,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States
20,Private,10,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States
24,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
24,State-gov,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States
36,Private,13,Divorced,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,40,South
47,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
29,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States
26,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States
23,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,60,United-States
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States
27,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
25,Private,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,25,United-States
45,Private,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,36,United-States
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
42,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,99999,0,80,United-States
57,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
38,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States
22,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35,United-States
80,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States
30,Private,9,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,Vietnam
29,Self-emp-inc,9,Married-civ-spouse,Sales,Wife,White,Female,0,1977,25,United-States
55,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
38,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
50,Private,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,15024,0,45,United-States
25,Private,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala
62,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
57,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
31,State-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
20,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
69,Private,12,Divorced,Adm-clerical,Not-in-family,White,Female,2964,0,6,Germany
52,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
57,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,2258,40,United-States
31,State-gov,12,Never-married,Adm-clerical,Not-in-family,White,Female,3325,0,35,United-States
46,Private,10,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,40,United-States
40,Private,10,Divorced,Exec-managerial,Other-relative,Black,Female,0,0,55,United-States
22,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States
28,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
24,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,England
22,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
24,Private,1,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States
33,Local-gov,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,United-States
50,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States
36,Local-gov,12,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
22,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Yugoslavia
24,Private,8,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States
47,Private,4,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States
33,Private,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Cuba
34,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
27,Federal-gov,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,35,United-States
19,State-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States
17,Private,5,Never-married,Other-service,Unmarried,White,Male,0,0,20,United-States
62,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
53,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States
20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States
57,Local-gov,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
53,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
70,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2174,40,United-States
28,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
36,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
39,Self-emp-not-inc,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,1762,40,United-States
56,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
49,Federal-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
41,Private,10,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines
21,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
24,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1590,40,United-States
27,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
59,Private,12,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
29,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
41,Local-gov,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,44,United-States
33,Local-gov,9,Divorced,Adm-clerical,Own-child,White,Female,0,1138,40,United-States
46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26,Self-emp-not-inc,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States
23,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
49,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
33,Federal-gov,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,United-States
37,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
32,Private,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
20,Private,10,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,35,United-States
29,Private,9,Separated,Sales,Unmarried,White,Female,0,0,35,United-States
46,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
48,Local-gov,14,Never-married,Prof-specialty,Unmarried,White,Female,0,1380,40,United-States
24,Private,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
41,Private,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,Italy
37,Private,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
27,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
35,State-gov,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,2977,0,45,United-States
25,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,El-Salvador
48,Private,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,45,China
39,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
42,Federal-gov,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
22,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
21,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States
70,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
31,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States
54,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
56,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
35,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
52,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,China
65,Private,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
25,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
31,Private,13,Never-married,Prof-specialty,Unmarried,Other,Male,0,0,40,United-States
52,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3137,0,42,United-States
36,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
39,Federal-gov,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United-States
58,Private,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,United-States
56,Self-emp-not-inc,14,Divorced,Sales,Unmarried,White,Female,0,2339,60,United-States
57,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
50,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States
28,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1408,40,United-States
26,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,65,United-States
22,Private,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States
46,State-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,43,United-States
25,Private,10,Never-married,Other-service,Other-relative,Other,Female,0,0,25,Ecuador
20,Private,7,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,Guatemala
34,Private,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
61,Self-emp-not-inc,12,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,90,United-States
31,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,2051,57,United-States
48,Private,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States
52,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
60,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
49,Local-gov,14,Widowed,Prof-specialty,Unmarried,White,Female,0,323,20,United-States
25,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,India
25,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States
31,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States
51,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
50,Private,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
20,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States
24,Private,4,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico
19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States
52,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,Cuba
67,Private,7,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States
36,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
39,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,5178,0,48,United-States
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
18,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States
51,Local-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
47,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
55,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
24,Private,12,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
42,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
37,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,50,United-States
35,Private,7,Separated,Transport-moving,Not-in-family,White,Male,0,0,90,United-States
37,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States
38,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
35,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
39,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
24,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
38,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
60,Self-emp-not-inc,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
38,Private,13,Divorced,Sales,Not-in-family,White,Male,0,0,48,United-States
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,80,United-States
47,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States
34,Private,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States
21,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,Germany
30,Private,9,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,Guatemala
38,Private,11,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States
28,Private,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States
52,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
21,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,United-States
69,Private,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
45,Private,4,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico
33,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
49,Private,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
32,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States
38,Local-gov,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Jamaica
22,Self-emp-not-inc,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Greece
27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
58,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
61,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
21,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
45,Self-emp-inc,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States
27,Private,9,Widowed,Craft-repair,Unmarried,White,Female,0,1594,26,United-States
