ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
2704,B,Ship,3,4,185,2,low,F,62,2849
6476,F,Ship,3,2,270,6,medium,F,10,4725
3380,F,Ship,2,2,162,3,high,M,10,4489
3667,D,Ship,4,4,274,3,high,F,3,4202
6608,F,Ship,3,5,250,2,low,F,9,1205
7860,F,Ship,5,2,189,2,medium,M,2,4636
10626,F,Ship,3,2,228,2,medium,M,2,5640
7140,F,Flight,5,1,262,6,medium,M,1,1696
5941,D,Ship,4,5,212,2,medium,M,10,4552
2675,C,Ship,4,3,183,2,low,F,32,3709
3198,F,Ship,4,5,296,2,medium,M,1,1678
3082,B,Ship,4,3,134,2,medium,F,29,1010
4721,C,Ship,4,2,152,2,low,M,7,5026
3551,C,Road,3,1,169,2,medium,F,1,4783
6841,D,Road,4,5,142,2,low,M,2,4472
5339,C,Flight,2,5,254,2,low,M,10,5718
3100,B,Ship,3,4,172,3,low,M,32,1943
9674,F,Ship,5,3,267,5,low,F,1,1505
6434,F,Road,3,4,159,3,high,M,4,4756
4520,F,Flight,5,5,132,3,low,M,3,4263
10808,F,Road,5,5,223,6,medium,F,10,1711
10493,C,Ship,4,1,153,3,medium,M,5,5952
8079,A,Flight,2,1,155,2,low,M,2,5661
5796,F,Ship,4,5,142,2,medium,F,9,5425
166,B,Ship,3,3,166,4,medium,F,17,1498
1176,F,Ship,3,1,263,3,low,M,25,3689
4829,C,Ship,5,4,216,2,low,F,6,4535
1595,C,Ship,3,2,148,4,medium,F,38,1322
8765,C,Flight,4,1,156,2,medium,M,4,5225
9994,B,Road,5,2,271,4,low,F,4,4066
2437,D,Ship,3,1,169,2,medium,F,19,1183
168,F,Ship,4,5,152,3,low,M,43,1709
5680,B,Ship,3,4,205,3,high,F,1,5407
1020,F,Ship,3,2,261,5,medium,M,45,2488
4655,C,Flight,2,5,271,2,low,F,5,5164
8182,B,Ship,4,5,164,4,low,F,4,5736
2033,C,Road,3,4,195,2,medium,F,32,3719
5229,A,Ship,5,1,233,3,low,M,10,5289
19,D,Ship,5,5,239,3,high,M,18,2495
3195,A,Ship,3,1,273,6,low,M,1,1293
2679,A,Ship,5,3,210,2,low,M,19,3920
4748,F,Ship,5,5,232,7,medium,M,6,5139
8657,C,Ship,7,5,265,4,low,F,1,1601
1463,C,Ship,5,1,248,3,low,M,37,3830
8406,F,Ship,5,3,135,3,medium,F,5,4484
5844,F,Ship,4,5,134,6,medium,M,7,4881
1362,F,Road,3,4,240,3,low,F,28,2356
9559,D,Ship,3,5,157,4,medium,F,2,4640
1290,F,Ship,3,3,141,3,medium,M,10,1751
10010,F,Flight,4,1,269,3,low,F,3,4409
4010,F,Ship,5,1,185,2,medium,F,10,5973
6161,C,Flight,4,5,210,2,medium,M,5,5683
4524,F,Flight,3,1,170,3,low,M,3,4454
5394,F,Ship,5,1,186,4,medium,M,5,5239
2168,F,Road,3,2,151,2,low,M,26,1793
5055,A,Road,3,4,186,3,high,M,1,5922
614,F,Ship,4,5,247,2,medium,F,18,2404
8535,A,Ship,4,3,134,4,low,F,5,4507
10200,F,Ship,4,3,248,5,low,F,7,1789
3218,F,Ship,4,1,164,4,low,M,6,4432
10119,A,Road,4,5,163,3,medium,F,2,4887
10475,C,Ship,3,4,236,4,medium,M,2,1016
2780,F,Ship,5,4,167,7,medium,F,43,1619
9121,D,Ship,3,2,150,10,low,F,6,5580
2827,D,Ship,2,3,172,3,medium,F,11,1522
5026,B,Ship,6,5,292,4,low,M,4,1762
3480,F,Ship,3,1,193,4,low,M,5,4700
9332,F,Flight,4,5,167,4,low,M,3,4658
1356,F,Road,3,4,218,3,medium,F,4,3534
7268,F,Flight,5,4,233,3,low,M,6,4275
9326,F,Flight,4,1,271,4,medium,F,2,4133
1825,D,Ship,4,5,260,3,low,F,14,2071
5079,A,Flight,4,3,181,3,medium,M,10,4541
509,C,Ship,4,5,192,2,medium,F,36,2497
10129,D,Road,5,2,130,4,high,M,4,4371
5321,C,Road,4,4,186,3,low,F,2,4430
2271,A,Ship,4,2,251,3,low,F,10,3517
2366,F,Ship,3,3,178,2,medium,M,4,1778
7874,F,Ship,3,1,202,3,medium,F,7,5818
2056,B,Flight,5,3,228,3,medium,F,38,3631
8588,F,Ship,4,5,239,3,low,M,6,5154
9650,F,Ship,5,2,192,7,medium,M,2,4045
6355,D,Ship,5,4,140,4,low,M,3,4018
9592,B,Flight,4,1,173,5,low,F,5,5049
616,B,Ship,4,1,177,4,medium,F,33,1049
8250,F,Ship,5,1,103,5,low,F,10,5413
4991,C,Ship,2,3,198,2,medium,F,6,1996
1972,B,Ship,4,4,240,3,low,F,62,3478
2093,C,Ship,5,4,178,7,medium,M,52,1824
7006,B,Ship,3,5,141,2,medium,F,9,5000
50,F,Ship,5,3,216,3,low,F,40,2146
4366,B,Road,5,2,260,6,high,M,10,4087
10713,A,Ship,4,2,233,5,low,F,8,1097
9049,D,Flight,4,1,177,3,medium,F,6,5215
7102,B,Road,5,2,223,5,medium,M,5,1484
4197,A,Ship,4,3,216,2,low,F,6,4005
694,B,Flight,3,3,207,7,medium,M,19,2182
6191,C,Ship,4,5,180,2,medium,F,1,4332
1282,B,Ship,3,3,110,3,low,M,7,1235
2008,B,Ship,4,3,154,3,medium,M,52,1432
407,C,Flight,4,1,180,2,low,M,23,1193
3852,F,Flight,2,3,263,3,medium,F,10,4779
5268,F,Ship,6,2,301,5,medium,M,3,1844
6981,A,Road,4,1,205,5,low,M,10,4944
9626,F,Ship,7,4,301,4,low,F,1,1150
9438,F,Road,5,5,275,3,low,F,9,1691
5405,C,Ship,4,3,190,4,medium,M,4,4102
4178,F,Ship,4,5,149,3,low,M,9,4953
1313,C,Ship,2,2,139,3,medium,F,23,1283
1003,D,Ship,3,3,241,5,low,M,8,2182
3353,C,Ship,4,3,244,2,low,M,10,4486
122,F,Road,3,3,205,3,medium,F,19,2167
6493,D,Ship,6,1,300,5,low,F,10,1787
2484,F,Ship,6,3,167,6,low,F,15,1278
1818,F,Ship,4,1,144,4,low,F,63,1881
2854,B,Road,4,4,158,3,low,F,61,1507
594,F,Ship,3,2,200,2,medium,F,46,3174
2410,B,Ship,3,2,180,2,low,F,6,1811
5482,B,Flight,3,5,162,3,medium,M,1,4480
4653,A,Road,5,1,238,4,medium,M,10,4668
1809,A,Ship,4,1,151,5,high,M,28,1148
186,F,Ship,3,2,209,3,medium,M,54,3001
8413,D,Ship,4,4,273,2,low,M,1,5759
8891,C,Road,6,5,282,4,low,M,4,1035
8251,D,Ship,5,1,184,3,low,F,10,4674
8889,A,Road,4,1,231,5,medium,F,10,1144
8274,F,Ship,7,2,247,4,medium,F,9,1096
5667,A,Ship,5,3,280,4,medium,F,4,5192
10106,F,Ship,5,5,265,3,low,M,3,5637
2501,C,Ship,4,3,209,6,low,F,59,2622
7423,D,Ship,6,1,255,4,low,M,9,1575
9986,F,Road,4,4,233,3,low,M,9,4300
10686,F,Flight,3,5,133,4,low,M,10,4151
10620,F,Ship,4,1,270,2,low,M,4,4369
2169,A,Road,3,1,164,2,low,M,2,1104
7753,D,Ship,5,5,272,5,medium,F,5,1868
1253,C,Ship,5,5,226,3,medium,F,65,3840
7586,F,Ship,5,5,260,3,medium,M,8,4586
8937,A,Ship,4,3,225,5,medium,M,3,1224
2153,C,Ship,4,2,191,2,low,M,11,3985
4128,F,Ship,5,2,176,4,low,M,2,4893
7525,D,Road,4,3,165,2,medium,M,10,4351
684,F,Flight,4,5,137,4,high,M,29,1262
177,A,Ship,4,5,192,3,high,M,20,3872
3453,A,Ship,5,1,123,2,low,F,9,5497
10415,C,Flight,4,5,259,5,medium,M,2,1066
6383,C,Ship,4,1,214,2,low,F,10,4447
6694,B,Road,3,5,213,4,medium,M,9,5550
10255,D,Road,3,5,217,3,medium,M,3,5433
7070,F,Ship,4,3,143,2,medium,M,1,4402
10514,F,Ship,3,4,205,3,low,F,7,4490
9967,D,Ship,6,5,310,4,medium,F,10,1553
10747,D,Ship,4,4,252,5,medium,M,1,1539
4527,A,Flight,4,1,148,8,medium,M,5,4851
8493,A,Flight,4,5,150,3,low,M,5,4512
3707,C,Flight,3,2,274,2,medium,M,5,5161
3185,C,Ship,4,3,159,5,low,M,4,4666
851,C,Ship,4,2,170,2,low,F,1,1446
2281,D,Ship,4,4,223,10,low,M,24,3271
5757,A,Flight,6,1,266,4,medium,F,2,1862
3790,B,Ship,3,1,154,10,medium,F,3,4524
1262,F,Ship,4,1,258,3,medium,F,4,3686
9442,B,Road,4,1,238,5,medium,F,3,1913
7176,F,Ship,4,4,242,6,low,F,9,1192
304,B,Ship,4,3,222,2,medium,M,55,3833
4107,A,Flight,6,1,274,5,low,F,8,4292
10741,D,Ship,4,3,192,4,low,F,3,1406
3379,D,Ship,4,2,161,4,low,F,10,5322
9912,F,Ship,5,5,267,5,low,F,1,1352
7410,F,Flight,5,4,266,5,medium,M,8,1592
3133,D,Road,3,5,251,3,low,F,21,2476
2121,A,Ship,5,4,177,2,low,M,14,1735
956,F,Flight,4,5,209,8,medium,F,59,2948
2454,F,Road,4,5,184,3,low,F,64,3812
9309,A,Road,4,4,155,3,medium,F,6,5778
8732,F,Ship,5,2,238,2,low,M,5,5703
5758,B,Flight,4,2,233,4,low,M,7,1861
11,C,Flight,3,4,189,2,medium,M,12,2888
4981,D,Ship,3,1,165,3,high,F,10,4208
10026,F,Ship,3,4,189,3,high,M,2,5464
1514,F,Flight,3,5,130,5,low,F,27,1891
5457,A,Road,3,5,240,8,low,M,9,4436
6392,F,Ship,3,2,239,3,low,F,10,4486
5369,C,Ship,3,4,175,2,medium,M,9,5643
2771,C,Ship,4,4,132,4,medium,F,44,1692
2552,F,Ship,3,5,270,2,medium,F,46,2716
2237,C,Ship,4,2,275,3,medium,M,26,2449
2653,D,Ship,3,3,158,3,low,F,20,1431
9879,A,Flight,4,2,258,5,medium,M,2,1494
10563,A,Flight,3,5,190,5,high,F,7,4457
8491,D,Flight,4,1,194,2,medium,F,1,4198
9166,B,Road,5,2,227,6,medium,F,6,1620
2641,D,Ship,4,5,137,2,medium,F,14,1796
5483,C,Flight,5,4,217,2,medium,M,4,4380
4660,B,Flight,5,3,191,2,medium,M,7,5783
6573,A,Flight,7,5,302,4,low,M,3,1597
6305,C,Flight,6,5,252,4,low,F,2,1249
1898,F,Road,4,1,226,7,low,M,41,2964
10034,F,Ship,4,2,198,2,high,M,2,5662
7367,C,Ship,5,3,251,3,medium,F,8,4228
9813,A,Ship,4,3,253,3,low,F,5,5703
5011,D,Ship,4,3,196,3,low,F,10,4194
314,F,Ship,4,3,272,3,medium,M,38,3705
4296,F,Ship,6,5,185,3,high,F,1,5399
9917,C,Ship,6,2,298,4,low,M,2,1648
5803,D,Ship,3,4,187,3,low,M,7,5417
8957,C,Ship,3,5,218,4,low,M,4,5330
2104,B,Ship,3,1,231,3,medium,F,33,2755
7082,F,Ship,4,3,260,3,low,F,5,5540
8252,F,Ship,5,3,226,2,high,F,6,5033
7333,D,Ship,3,3,218,3,medium,M,6,5288
10873,D,Ship,3,4,177,2,medium,M,3,4240
4248,F,Flight,3,5,161,3,low,M,2,4475
3261,A,Ship,4,5,273,3,low,F,1,5043
7248,F,Road,3,2,185,4,low,F,8,5545
5362,B,Ship,4,2,251,2,low,F,10,4898
9860,F,Flight,4,4,160,4,low,M,1,5520
682,B,Flight,3,4,273,2,medium,F,39,2651
7494,F,Ship,3,3,239,3,low,F,4,1399
7360,B,Ship,3,5,241,4,low,F,3,5051
8529,A,Ship,5,3,230,3,medium,F,7,4844
7411,D,Flight,6,4,290,4,low,F,3,1544
8394,F,Ship,6,4,152,3,low,M,10,4376
8604,F,Ship,6,5,308,4,low,M,4,1202
9527,C,Ship,4,2,241,6,medium,M,5,4880
10589,C,Ship,4,1,193,3,low,F,3,5919
5518,B,Ship,7,4,291,4,high,M,4,1248
1208,F,Road,3,1,100,3,low,F,17,1129
3599,C,Ship,3,4,183,2,low,M,3,4179
2196,F,Flight,3,5,169,3,medium,M,13,1934
8361,A,Flight,6,2,243,4,high,M,2,1665
834,F,Flight,3,4,145,6,medium,M,57,1949
7911,A,Ship,4,4,254,3,low,M,7,5637
106,B,Ship,4,2,144,3,medium,M,59,1588
4373,C,Road,3,3,190,3,medium,M,2,4468
4083,A,Ship,6,2,144,7,high,M,1,5501
1905,A,Road,4,5,277,5,medium,F,32,1055
5615,C,Flight,3,2,257,5,low,M,5,4130
1615,D,Ship,5,2,111,5,medium,M,3,1711
9027,A,Road,3,4,162,5,low,F,1,4240
4223,C,Road,5,4,168,4,medium,M,5,5580
6895,D,Ship,6,5,308,4,low,M,2,1125
523,D,Road,6,5,212,2,medium,M,38,2359
10687,D,Flight,5,4,184,5,low,F,5,4782
9888,F,Ship,5,2,243,5,medium,F,4,1385
5473,D,Road,4,1,241,3,low,M,4,4493
6870,F,Ship,4,2,273,5,low,F,4,1223
8813,C,Ship,3,1,242,8,medium,F,8,5401
2949,A,Ship,5,2,198,3,low,F,44,3706
8991,A,Ship,4,2,239,4,low,F,10,5528
6614,F,Ship,5,1,276,5,medium,M,5,1358
1255,D,Ship,3,1,203,4,medium,M,12,2779
3695,C,Flight,3,1,138,3,medium,F,7,5534
2900,F,Ship,3,2,175,2,medium,F,12,1817
3042,F,Ship,4,3,220,4,low,M,19,3602
7348,B,Ship,3,3,232,2,low,M,5,4255
10078,B,Ship,4,2,162,3,low,M,7,5614
2442,F,Road,4,5,133,3,medium,M,3,1403
959,C,Flight,4,1,161,2,high,F,21,1075
4964,F,Ship,5,1,164,3,low,M,7,4540
1744,B,Ship,6,2,143,5,low,M,17,1955
8729,C,Ship,3,4,238,2,medium,M,7,5974
556,B,Flight,5,4,189,5,low,M,3,3301
4656,F,Flight,5,2,102,5,medium,F,3,4784
9001,D,Ship,5,3,150,2,high,F,9,4446
7806,F,Flight,3,2,219,6,low,F,9,5263
5129,C,Ship,3,3,271,4,high,M,3,4006
2500,B,Ship,3,4,240,2,low,M,8,3883
678,F,Road,6,4,160,2,low,F,31,1689
8794,B,Ship,3,5,268,2,medium,F,10,5895
8624,F,Road,5,1,239,5,low,F,6,1815
3677,C,Road,4,2,273,5,low,F,1,5012
6819,A,Ship,4,5,223,5,medium,F,6,1579
7118,F,Road,6,5,247,6,medium,M,3,4832
4859,C,Ship,5,4,193,4,high,F,4,5757
10983,A,Ship,5,1,275,5,low,M,7,1623
9320,F,Flight,4,1,189,3,medium,M,5,4133
2891,C,Flight,4,5,187,5,medium,M,16,3781
7585,D,Ship,3,5,146,5,low,F,3,5489
9993,A,Road,6,3,223,2,medium,M,7,5007
1117,D,Ship,4,2,182,3,low,M,58,3943
7756,B,Ship,6,3,250,4,low,M,9,1618
1510,B,Flight,3,3,223,2,medium,M,30,3622
10792,B,Ship,4,2,259,5,medium,M,7,1042
9976,B,Road,4,2,238,5,medium,M,9,4618
6274,B,Ship,6,5,251,4,low,F,8,1038
6094,B,Ship,4,2,183,2,low,F,8,4921
2021,C,Ship,3,5,212,3,low,F,2,2456
625,D,Ship,4,3,265,3,low,F,65,3578
6123,A,Ship,5,4,275,2,medium,M,10,5395
7870,B,Ship,4,5,240,2,medium,M,6,5045
1499,C,Road,4,5,162,2,medium,M,62,1650
5081,C,Flight,5,3,217,2,low,F,4,5588
776,F,Ship,3,1,270,3,medium,F,61,3582
4528,B,Flight,3,1,174,6,medium,F,4,4910
3626,F,Ship,3,4,165,2,medium,F,8,4280
9956,F,Ship,4,3,264,5,low,F,2,1541
4961,C,Ship,2,4,158,5,medium,F,2,4303
5732,F,Road,3,4,191,5,medium,F,4,4243
660,F,Road,5,3,138,2,low,M,13,1056
9210,F,Ship,5,3,227,5,medium,F,9,4990
4469,C,Ship,3,1,193,3,medium,M,3,5154
4230,F,Road,5,4,172,4,medium,F,10,4659
10332,F,Ship,4,5,161,3,medium,F,2,5378
9505,D,Ship,4,4,251,3,medium,F,9,5350
10789,D,Ship,4,3,241,5,low,M,6,1324
2879,C,Flight,3,2,224,3,medium,M,63,2085
10581,A,Ship,3,1,235,3,low,F,9,5735
9620,F,Ship,6,5,117,7,medium,M,6,5529
1239,A,Flight,3,5,183,3,medium,F,44,3158
2431,D,Ship,3,5,113,2,low,F,19,1660
4887,A,Ship,4,2,160,2,high,F,5,4343
10286,F,Flight,4,2,107,2,low,F,8,4460
9933,A,Ship,4,2,228,5,low,F,3,1473
1096,B,Flight,4,2,199,3,low,M,23,2994
3763,D,Ship,6,4,237,5,medium,F,2,5437
896,F,Ship,4,3,170,3,low,F,21,1588
6825,A,Road,5,3,240,6,medium,F,3,1321
10916,F,Ship,4,4,220,10,medium,F,7,4598
3289,D,Flight,3,2,152,4,medium,F,7,5943
6985,D,Flight,4,4,215,2,low,F,7,5151
5097,A,Ship,5,3,273,4,medium,M,2,4186
7016,F,Ship,4,1,249,3,low,M,4,5253
8193,A,Ship,4,5,201,3,low,M,7,4048
4719,A,Ship,3,4,225,4,low,F,8,5209
4096,B,Road,4,2,239,2,medium,F,9,4360
5103,A,Ship,2,4,126,5,medium,M,2,5461
6898,B,Ship,4,2,264,5,medium,F,6,1736
4471,D,Ship,6,5,213,4,medium,F,3,5549
5915,C,Ship,4,5,205,4,medium,F,5,5264
6752,F,Ship,3,5,109,2,high,M,2,5978
1469,C,Ship,5,5,224,3,medium,F,48,2298
8950,B,Ship,5,1,241,3,low,M,7,5342
1181,C,Ship,5,2,191,2,high,F,6,2059
2193,A,Flight,4,4,252,3,medium,F,7,2477
7264,B,Flight,6,2,169,2,medium,M,9,5580
5861,C,Ship,5,3,138,3,low,F,5,5687
8112,F,Ship,3,3,217,4,medium,F,3,5602
3699,A,Flight,3,5,169,3,high,F,5,5750
1329,A,Ship,5,1,201,3,medium,F,65,2488
1055,C,Ship,2,4,191,3,low,F,58,2586
6424,B,Road,4,3,149,4,medium,M,1,4678
9791,C,Ship,3,2,162,3,medium,M,4,4812
7430,F,Ship,3,5,194,2,medium,F,7,4809
5368,B,Ship,5,2,203,6,medium,F,7,5289
8750,F,Road,4,2,133,3,medium,F,5,5950
9538,B,Ship,3,3,275,3,medium,M,7,4968
73,D,Ship,5,5,232,3,medium,F,33,2998
4131,A,Ship,6,3,100,4,low,M,3,5756
190,B,Ship,2,4,134,3,low,F,42,1415
2498,F,Ship,2,1,229,4,low,M,6,3757
1901,C,Road,4,4,192,3,medium,M,39,2943
7607,C,Ship,5,2,173,3,low,M,8,4797
9259,D,Ship,5,1,176,4,low,F,1,4270
8031,A,Ship,5,5,238,6,low,F,3,1965
3620,F,Ship,3,1,210,2,low,M,9,4580
9630,F,Ship,5,5,238,6,low,M,3,1351
2961,A,Ship,3,4,212,8,low,F,56,3337
93,A,Ship,4,4,175,2,medium,F,7,1188
4311,A,Ship,6,2,246,6,low,F,1,4846
2874,F,Flight,4,4,233,2,medium,M,39,2291
3679,D,Road,3,3,158,3,low,F,2,5205
7514,F,Road,6,1,253,4,low,M,10,1962
8798,F,Ship,3,3,150,2,medium,M,9,4100
187,D,Ship,5,4,134,2,medium,F,55,1386
10843,D,Ship,5,5,251,2,medium,F,5,5178
9574,B,Road,4,4,204,3,low,F,9,4757
5599,D,Road,4,2,245,3,medium,F,2,4835
10325,C,Ship,4,1,269,3,low,F,7,5211
10988,F,Ship,5,3,242,5,low,F,10,1846
6247,D,Ship,3,3,126,10,low,M,10,4128
3961,D,Road,4,2,237,3,low,M,1,5114
7713,A,Ship,6,2,269,4,medium,F,3,1665
9858,F,Road,4,5,270,3,low,M,1,4131
389,C,Road,4,3,225,3,low,F,62,2587
1503,A,Flight,3,4,135,3,low,M,11,1740
6808,B,Ship,3,3,151,6,low,F,6,4279
7636,B,Ship,2,4,193,2,low,F,5,5706
6446,F,Flight,4,3,224,2,medium,M,8,5961
9182,F,Flight,7,3,247,4,medium,M,5,1060
592,B,Ship,3,3,281,2,medium,M,55,3047
3714,F,Flight,3,1,192,2,low,M,6,4056
3325,D,Ship,3,2,237,3,low,M,8,5287
7107,A,Road,5,4,243,5,low,F,5,1118
9466,B,Flight,5,1,207,3,low,F,1,4112
5695,D,Ship,5,3,142,4,medium,F,4,5116
1425,A,Ship,4,5,253,7,medium,F,11,3825
4332,F,Ship,5,5,192,3,medium,M,3,4015
1806,F,Ship,4,1,151,2,medium,M,6,1114
3400,B,Road,3,4,213,3,low,F,5,4535
1042,B,Ship,3,1,236,3,medium,M,28,3290
9335,C,Ship,5,4,242,4,medium,F,5,5375
566,F,Ship,4,3,216,2,low,M,52,3578
9510,F,Ship,5,2,149,2,low,F,6,4661
2747,C,Flight,5,2,171,3,high,M,34,1029
1594,B,Ship,4,2,173,3,medium,F,63,1220
5598,F,Road,5,2,251,3,low,M,9,4298
6872,F,Ship,5,2,266,5,low,F,10,1274
3768,F,Ship,5,4,189,3,low,M,7,4741
4881,A,Ship,3,3,218,3,low,F,4,5086
3039,A,Ship,4,3,276,4,low,F,3,3889
957,A,Flight,4,1,208,7,high,F,65,2674
9366,F,Ship,4,5,219,3,low,F,1,5221
39,A,Ship,5,1,215,4,low,F,56,3905
7373,C,Road,2,1,130,4,medium,F,10,4726
6786,F,Ship,4,3,189,2,low,F,7,4765
8433,A,Ship,4,1,188,2,low,M,10,5085
1449,A,Ship,5,3,177,3,low,F,1,1916
45,A,Ship,3,1,151,2,low,M,29,1328
3557,C,Road,5,2,244,2,low,M,10,5696
6612,F,Ship,7,1,244,4,low,M,8,1817
6190,B,Ship,4,4,274,2,low,F,3,4257
6170,F,Flight,3,4,172,2,medium,F,5,4647
5139,A,Ship,4,2,136,2,medium,F,7,4305
5902,B,Flight,3,5,271,3,low,F,9,5328
1760,F,Road,5,4,195,2,low,M,4,3108
181,D,Ship,4,1,161,7,medium,F,18,1294
463,D,Ship,3,4,244,8,low,M,1,2703
9399,A,Ship,7,3,267,4,medium,F,10,1548
8309,C,Ship,4,1,263,5,low,M,3,1777
8630,F,Flight,6,4,258,4,low,F,7,1726
5734,B,Road,3,2,170,2,low,M,2,4214
630,F,Ship,4,5,245,2,low,F,19,2616
7704,F,Ship,5,5,269,5,low,F,6,1630
10948,B,Road,4,1,232,5,medium,M,9,1145
2669,C,Ship,4,3,154,3,low,M,33,1101
1964,F,Ship,3,3,181,2,high,M,65,3234
8178,F,Ship,5,2,139,3,low,M,9,5920
9233,C,Ship,3,3,264,2,low,M,6,4102
7008,F,Ship,3,2,126,5,low,F,6,4372
10244,F,Ship,3,3,197,3,low,F,4,4858
9752,F,Ship,4,3,212,3,low,F,1,4518
4728,F,Ship,4,5,259,2,medium,F,4,4092
9208,B,Ship,5,2,229,3,low,F,3,4916
4685,C,Ship,4,3,261,3,low,F,9,5994
10951,D,Road,4,3,228,5,medium,M,8,1753
9115,D,Ship,3,1,249,2,medium,F,1,5190
9459,A,Flight,5,1,271,5,low,M,4,1353
111,A,Road,3,1,158,2,low,M,2,1284
5067,A,Flight,4,2,236,3,medium,M,9,4725
7600,B,Ship,5,3,245,4,low,M,1,5743
9734,F,Flight,5,2,251,2,low,M,2,4245
3273,A,Road,5,4,171,4,low,M,7,5359
8554,B,Ship,5,4,232,5,low,M,10,1512
734,F,Ship,4,4,197,7,medium,F,22,2065
6630,F,Ship,2,5,180,6,medium,F,7,4907
10692,F,Flight,3,4,223,10,low,F,9,4337
8590,B,Ship,3,2,195,10,low,F,9,4256
3771,A,Ship,3,5,157,3,low,M,7,5100
9430,B,Road,4,2,274,5,low,F,8,1246
2892,F,Flight,3,2,150,2,low,M,53,1319
8476,B,Road,4,3,232,2,low,M,1,5398
5267,C,Ship,6,2,304,5,medium,M,6,1178
5198,F,Road,3,1,221,10,medium,M,10,5473
2786,F,Ship,5,3,149,7,medium,F,51,1425
8792,F,Ship,5,2,211,2,medium,F,2,5077
2205,A,Flight,4,3,255,5,low,M,18,3644
9306,F,Road,6,3,199,4,medium,F,1,5204
4753,D,Ship,3,4,272,8,high,F,10,4070
3205,D,Ship,3,1,190,3,medium,F,2,4312
4329,A,Ship,3,4,213,2,medium,F,6,5374
5107,D,Ship,6,1,145,3,medium,F,1,4346
5495,C,Flight,3,2,240,8,low,F,9,4908
8391,A,Ship,3,1,133,3,medium,F,5,4538
6983,C,Flight,3,3,136,2,medium,M,10,5749
936,F,Road,5,2,208,3,medium,M,8,3442
4572,F,Ship,2,2,171,2,medium,F,6,5105
6362,F,Ship,4,2,231,5,low,M,7,4718
6646,B,Ship,6,2,168,2,low,M,3,5853
10914,F,Ship,3,2,164,4,medium,F,10,4560
2069,C,Flight,5,4,178,7,medium,F,36,1179
2507,C,Ship,5,4,243,3,low,F,35,2899
9842,F,Road,5,4,208,6,medium,M,8,5098
8608,B,Road,6,5,275,4,low,F,6,1872
3612,F,Ship,2,1,100,3,low,M,1,5776
6956,F,Ship,5,2,257,3,low,F,2,4677
4775,C,Road,5,2,250,2,medium,F,6,5565
6419,C,Road,4,1,195,3,low,M,2,4418
440,F,Ship,3,3,172,3,low,F,58,1269
9836,F,Ship,4,3,244,3,low,M,9,5339
5655,A,Ship,5,2,266,2,low,M,3,4030
6240,F,Ship,3,4,175,3,medium,M,10,4771
6801,A,Ship,3,2,158,7,medium,M,10,4244
1576,B,Ship,4,4,153,3,low,M,13,1402
2702,F,Ship,3,2,132,2,medium,M,6,1185
9465,A,Flight,5,2,233,3,medium,F,10,4233
6041,C,Flight,6,3,264,4,medium,F,6,1622
4713,A,Ship,4,1,151,6,low,M,7,4387
6523,D,Ship,3,5,270,6,medium,F,9,4195
4807,D,Flight,6,1,260,4,medium,F,2,1131
4560,F,Ship,6,2,244,4,low,F,4,1245
574,B,Ship,4,3,108,6,low,F,22,1745
655,D,Ship,4,5,249,2,low,M,4,2725
10818,F,Road,4,3,223,2,low,F,3,5765
3250,B,Ship,5,2,265,2,medium,F,7,5464
2159,C,Ship,4,2,157,2,medium,M,15,1724
3589,D,Ship,4,3,185,10,high,M,1,4973
553,D,Flight,3,4,156,2,low,M,8,1145
342,F,Ship,3,2,169,2,high,M,30,1698
3569,C,Flight,4,4,271,3,low,M,3,4152
5838,F,Ship,2,4,233,2,medium,F,6,4758
8652,F,Ship,6,2,279,4,medium,F,4,1148
5628,F,Flight,4,3,248,2,medium,F,2,4700
7011,A,Ship,3,3,249,3,low,M,10,5184
1674,F,Ship,2,1,137,5,medium,F,3,1037
6151,D,Road,4,3,179,3,low,F,3,5495
5485,D,Flight,4,5,236,3,low,M,8,4132
2684,F,Ship,3,1,160,3,low,M,57,1833
10429,D,Flight,4,5,185,2,low,F,4,5428
7821,A,Flight,4,5,265,2,medium,F,9,5135
9628,B,Ship,5,5,236,5,low,M,3,1933
2180,F,Road,6,2,181,4,high,F,6,3003
6760,B,Ship,5,2,192,3,high,F,7,5695
1030,B,Ship,3,1,229,2,medium,F,12,3111
9971,C,Ship,5,5,163,2,high,M,6,5253
7296,F,Ship,4,3,252,2,low,M,6,5266
8277,A,Ship,4,2,245,3,low,F,5,5226
184,B,Ship,3,5,162,7,medium,F,16,1052
6539,C,Ship,6,3,251,4,low,M,1,1230
2314,B,Road,6,4,174,3,medium,F,14,1651
9838,B,Road,5,5,268,4,low,F,9,4208
8138,F,Ship,4,5,235,4,medium,M,6,4633
8335,D,Road,6,4,275,4,low,M,10,1005
5570,F,Ship,2,1,214,3,high,M,1,4391
9471,A,Ship,3,3,251,3,low,M,8,4246
4210,B,Ship,5,4,252,3,medium,M,6,5221
5099,C,Ship,5,5,240,2,low,F,7,4409
6960,F,Ship,5,3,206,3,low,F,1,4645
9108,F,Ship,5,2,196,3,medium,M,4,4868
5877,A,Road,4,3,203,4,low,F,1,5274
8670,F,Ship,4,4,189,2,medium,M,3,5837
2870,F,Road,4,5,203,2,low,F,20,2421
