age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
44,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
29,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
31,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
27,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7688,0,50,Philippines
27,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
31,Private,11,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
46,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
39,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States
40,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
28,Private,7,Divorced,Sales,Own-child,White,Male,0,0,40,United-States
18,Private,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
51,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
58,Self-emp-inc,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States
66,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
36,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,20,South
38,Private,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,60,United-States
25,Private,12,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
25,Private,9,Never-married,Other-service,Unmarried,White,Female,0,0,22,United-States
90,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
41,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
33,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,914,0,40,Germany
33,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States
39,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,20,United-States
59,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
19,Private,10,Never-married,Tech-support,Own-child,White,Male,0,1719,16,United-States
39,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,38,United-States
27,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
52,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
59,Self-emp-not-inc,9,Divorced,Other-service,Own-child,White,Female,0,0,24,United-States
28,Private,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States
37,Private,9,Divorced,Other-service,Other-relative,White,Female,0,0,50,Peru
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
23,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
33,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2258,84,United-States
27,Local-gov,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,52,United-States
31,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
21,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,36,United-States
31,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States
59,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
40,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,48,United-States
19,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
34,Private,13,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
57,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,78,United-States
51,Local-gov,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
21,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States
30,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
46,Private,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States
40,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States
52,Private,1,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,El-Salvador
23,Private,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,Taiwan
25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States
43,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
38,State-gov,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
22,Private,11,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States
33,Local-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,1055,0,40,United-States
34,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States
65,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States
50,Private,9,Never-married,Tech-support,Own-child,White,Male,0,0,15,United-States
29,Private,13,Never-married,Sales,Not-in-family,White,Male,6849,0,48,United-States
25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
54,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
49,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
44,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
24,Private,5,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States
25,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States
65,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States
56,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States
39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States
23,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
20,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States
24,Private,3,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,El-Salvador
41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States
40,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
38,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States
23,Private,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States
20,Self-emp-not-inc,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,Germany
29,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
43,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
30,Private,8,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
28,State-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
31,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
52,Private,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States
36,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Iran
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
63,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
21,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States
33,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
46,State-gov,10,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,50,United-States
47,Self-emp-inc,13,Never-married,Sales,Not-in-family,White,Male,3325,0,60,United-States
33,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
28,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
46,Private,9,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,28,Ecuador
25,Private,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,45,United-States
37,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,3137,0,40,United-States
31,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
22,State-gov,10,Married-spouse-absent,Tech-support,Unmarried,White,Male,0,0,20,United-States
52,Private,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States
29,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States
18,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
31,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
23,Private,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Vietnam
54,Self-emp-not-inc,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States
50,Local-gov,9,Divorced,Other-service,Unmarried,White,Female,0,0,49,Dominican-Republic
24,Private,13,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States
49,Self-emp-inc,9,Separated,Other-service,Not-in-family,White,Male,0,0,45,United-States
54,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States
49,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
36,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
23,Private,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,Haiti
63,Private,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States
67,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Canada
23,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
22,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
66,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,United-States
25,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
30,Private,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States
35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2885,0,40,United-States
67,Self-emp-not-inc,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
30,Private,8,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
26,Private,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,38,United-States
34,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
21,Private,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
18,Private,8,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States
21,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
76,Self-emp-inc,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
26,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,56,United-States
18,Private,8,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States
34,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1672,50,United-States
59,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
55,Private,13,Separated,Exec-managerial,Not-in-family,White,Male,14084,0,45,United-States
33,Self-emp-not-inc,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,72,United-States
25,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States
48,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States
64,Private,13,Divorced,Sales,Not-in-family,White,Female,0,0,5,United-States
47,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
26,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States
36,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States
21,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
30,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,44,United-States
41,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
34,Private,10,Never-married,Sales,Other-relative,Black,Male,0,0,30,United-States
24,Private,6,Never-married,Sales,Not-in-family,White,Male,0,0,49,El-Salvador
26,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States
25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States
35,Private,10,Divorced,Sales,Unmarried,White,Female,0,0,36,United-States
41,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
33,Private,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
18,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States
27,Self-emp-inc,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States
32,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States
51,Local-gov,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States
38,Private,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
41,Local-gov,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,25,United-States
26,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,40,United-States
38,Self-emp-not-inc,11,Divorced,Exec-managerial,Unmarried,White,Male,0,0,35,United-States
54,Private,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,Outlying-US(Guam-USVI-etc)
31,Private,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,30,United-States
26,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
75,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4931,0,3,United-States
29,Private,14,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States
61,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
24,Private,10,Separated,Sales,Unmarried,White,Female,0,0,45,United-States
34,Private,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
42,Private,10,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States
24,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
27,Federal-gov,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,1980,40,United-States
39,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
51,Private,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States
68,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States
28,Federal-gov,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States
43,Private,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States
35,Private,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
44,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
41,Private,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
44,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
20,Private,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
46,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States
27,Self-emp-not-inc,12,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,70,United-States
32,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States
46,Private,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States
26,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States
20,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam
36,Private,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States
49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,United-States
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
49,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States
36,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
22,Private,10,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States
52,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
72,Private,9,Widowed,Other-service,Unmarried,White,Female,0,0,16,United-States
30,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
44,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
23,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States
22,Private,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
59,Private,13,Separated,Adm-clerical,Unmarried,White,Male,0,0,60,United-States
46,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
30,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico
64,Federal-gov,4,Widowed,Other-service,Unmarried,White,Female,0,0,30,Puerto-Rico
31,Private,10,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States
64,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States
45,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
59,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States
32,Private,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica
43,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
23,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
49,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
49,Private,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
33,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
28,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,85,United-States
47,Private,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States
41,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
34,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
25,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States
21,Private,10,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States
46,Private,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
37,Private,2,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States
44,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,1504,50,United-States
30,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
54,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
35,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States
21,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,25,Ecuador
35,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
35,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States
19,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States
48,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
65,Self-emp-not-inc,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,35,United-States
40,Private,13,Separated,Adm-clerical,Unmarried,Black,Male,0,0,35,United-States
26,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
26,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
32,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
35,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States
22,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States
37,Private,11,Separated,Prof-specialty,Own-child,White,Female,0,0,38,United-States
25,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico
46,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States
30,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,27,United-States
63,Private,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
51,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
68,Self-emp-not-inc,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States
36,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada
28,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
41,Local-gov,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
47,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
22,Private,10,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States
34,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
46,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28,Private,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,United-States
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States
18,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
33,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States
51,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,United-States
56,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
54,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
29,Private,9,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
40,Private,10,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,84,United-States
53,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States
22,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
28,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
63,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,12,United-States
53,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,Germany
37,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
50,Federal-gov,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
22,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
40,Federal-gov,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
22,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States
21,Private,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
25,Private,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Jamaica
20,Private,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
43,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
29,Private,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States
32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
42,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,South
27,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
29,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States
29,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
20,Private,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States
35,Private,6,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
31,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,Puerto-Rico
33,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
67,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1539,40,United-States
46,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States
45,Private,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States
17,Local-gov,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,70,United-States
48,Self-emp-not-inc,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,Jamaica
49,Private,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States
20,Private,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States
27,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,46,Canada
64,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
53,Federal-gov,10,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
52,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
32,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States
48,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States
30,Private,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico
34,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States
39,Private,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
28,Private,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States
54,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
24,Private,10,Never-married,Sales,Own-child,White,Male,0,1762,40,United-States
