Size,Bedrooms,Bathrooms,Floor,Age,DistanceToCenter,NearbySchools,NearbyParks,PublicTransport,SafetyIndex,Price
140.6176706,3,2,9,33,11.27146495,9.0,4.0,3.0,32,188609.7274
107.4212089,1,1,8,9,3.700973543,1.0,2.0,3.0,95,161507.7493
184.3078826,2,2,13,38,18.84678473,2.0,3.0,7.0,33,166850.4192
195.1692008,1,1,10,7,11.2579216,8.0,4.0,1.0,42,186573.3848
132.0327353,4,1,18,27,4.323390792,5.0,1.0,3.0,29,213274.4219
91.22353548,2,1,18,43,14.69220839,6.0,3.0,6.0,69,150464.8251
90.74791514,2,2,2,21,1.70700969,0.0,2.0,7.0,71,194752.6316
118.3166224,4,2,14,14,19.87418188,3.0,3.0,6.0,90,151139.2004
110.2570303,3,2,2,35,6.212997512,3.0,0.0,4.0,84,200813.2189
87.26201976,1,2,1,5,19.09272382,6.0,2.0,4.0,10,94089.9898
125.8799576,3,2,12,49,10.5348904,3.0,4.0,7.0,99,196273.5659
96.5571239,4,2,7,15,10.55729229,9.0,3.0,2.0,87,192579.8325
105.9552296,4,1,3,25,2.730324649,1.0,3.0,5.0,42,197645.896
162.5892534,2,1,7,40,14.92502143,3.0,2.0,3.0,57,141972.7037
100.0261199,4,1,5,44,10.85582893,3.0,2.0,7.0,54,167768.4688
188.623815,4,1,18,14,3.284885642,3.0,0.0,3.0,29,247021.6117
179.347782,3,1,17,37,4.33785482,9.0,4.0,3.0,24,236262.7595
88.04637864,4,2,16,13,7.882917594,1.0,0.0,3.0,88,178369.2141
116.9203269,2,2,8,17,11.60462213,0.0,1.0,2.0,18,138092.6097
65.69418331,2,1,17,6,2.45053552,6.0,0.0,1.0,63,185263.051
102.2713984,2,1,17,34,1.766574367,9.0,3.0,8.0,9,214610.8691
161.0146288,2,1,1,32,10.71095865,9.0,4.0,2.0,74,180105.4824
152.0771722,2,1,7,9,1.541526238,8.0,1.0,5.0,66,244386.5614
143.3576643,4,2,10,34,2.131487126,8.0,1.0,8.0,96,252957.0943
156.5792604,1,1,16,1,8.150487706,1.0,1.0,2.0,16,158434.3077
80.73855304,4,1,5,33,2.173802325,8.0,3.0,2.0,82,192203.8762
101.2547172,4,1,7,32,8.323922906,4.0,0.0,2.0,70,177461.7817
151.4363723,1,2,11,3,5.593259802,3.0,2.0,8.0,8,210607.0062
181.8852145,3,1,16,43,4.567635645,9.0,3.0,5.0,67,253569.8103
131.5517081,1,2,7,28,8.688916798,4.0,3.0,7.0,28,160242.6752
54.5352887,4,2,17,24,7.643147975,9.0,2.0,9.0,71,200680.7796
156.5505243,2,1,8,3,9.262598958,3.0,3.0,6.0,25,195890.0544
51.18261553,1,2,6,8,16.77005599,9.0,2.0,6.0,13,120186.9554
129.5805822,3,1,3,46,6.858430255,0.0,0.0,9.0,14,194084.8089
188.3167193,4,2,14,21,6.560198945,7.0,3.0,6.0,94,262670.8249
63.42418175,1,2,15,1,11.76384721,1.0,2.0,2.0,30,116207.3022
110.8913483,2,1,1,8,3.610874102,0.0,1.0,3.0,82,160315.7065
53.64697996,2,1,13,26,7.64453151,8.0,4.0,1.0,75,149278.1159
101.3916477,3,1,13,25,2.011111204,1.0,0.0,9.0,41,214415.8078
143.3346588,4,2,13,2,8.202294732,5.0,4.0,8.0,28,224392.5706
91.86019223,1,2,6,106,3.168875569,3.0,0.0,9.0,31,188484.8109
81.46249245,2,2,3,31,11.67444532,9.0,3.0,7.0,99,164215.0771
192.3291531,1,1,14,83,19.00097085,5.0,3.0,2.0,64,160599.6021
50.40548208,3,2,15,18,17.42817593,1.0,4.0,3.0,7,114092.0668
147.0794981,2,1,18,6,12.70502694,3.0,0.0,9.0,6,181230.4676
140.0588356,4,2,3,4,16.9867375,5.0,2.0,9.0,44,177998.0616
138.3109415,3,1,12,26,4.98415075,1.0,4.0,5.0,7,192072.8125
194.415548,4,1,14,22,17.60654763,0.0,1.0,7.0,59,182007.7609
52.53075101,3,1,18,7,17.47884268,3.0,3.0,3.0,34,96679.95158
172.0517975,1,1,14,23,10.65909297,5.0,1.0,5.0,15,171650.4025
100.0947304,3,2,6,22,13.90384993,9.0,4.0,6.0,10,154321.2742
168.6260245,1,1,16,13,13.549863,9.0,0.0,6.0,23,158214.8223
64.58643884,4,1,19,23,11.63552741,6.0,1.0,8.0,41,168835.0344
116.3053457,4,2,7,11,6.107799729,5.0,2.0,4.0,3,223693.7896
127.9928562,3,2,7,15,19.58989206,3.0,3.0,2.0,83,123065.2472
63.6328598,4,2,17,42,6.917551835,1.0,4.0,8.0,41,188522.788
84.16392523,3,2,5,6,14.84303348,9.0,1.0,1.0,75,127352.3268
111.5452344,4,1,6,40,12.54639145,2.0,2.0,7.0,33,187633.4705
183.0441172,3,1,4,27,6.772040226,0.0,4.0,2.0,23,211896.5649
142.8239252,11,1,3,27,5.075627018,1.0,0.0,7.0,22,222926.4118
197.0870199,1,1,1,47,12.88850722,5.0,2.0,3.0,43,171477.2978
180.7678602,3,1,6,17,10.60817912,2.0,4.0,3.0,74,183928.9784
125.4081142,3,2,2,2,5.462119804,1.0,4.0,6.0,81,212079.1506
188.3521973,1,1,4,105,2.047365986,8.0,3.0,6.0,44,241496.5798
131.2071191,4,2,1,15,1.359120297,3.0,2.0,4.0,88,227993.85
188.4959102,1,2,8,10,15.03142266,3.0,2.0,25.88422546,92,196263.6813
174.4846053,2,2,18,45,4.576810594,7.0,0.0,2.0,55,231484.4695
195.2429615,1,2,10,36,6.066228768,4.0,3.0,7.0,88,235453.6467
187.9674216,4,1,4,36,1.268131682,5.0,0.0,5.0,58,280053.7876
76.21580062,3,2,6,27,17.61446863,2.0,0.0,6.0,47,123251.8727
95.00433792,1,1,12,14,4.12258993,6.0,0.0,2.0,97,170000.3093
74.07014658,2,1,6,26,5.811967715,9.0,0.0,9.0,23,178406.3869
116.9591623,2,2,5,15,9.105558435,0.0,3.0,9.0,48,180396.0482
74.03456995,3,1,19,14,14.16346149,4.0,1.0,1.0,9,127835.8631
149.1676267,2,1,7,7,1.973339676,7.0,2.0,4.0,98,222812.3162
116.0395629,3,1,14,44,17.92149835,1.0,3.0,8.0,13,123889.2541
61.47301535,1,2,12,9,16.98966936,6.0,0.0,9.0,98,116724.5944
154.4694717,1,1,7,39,2.630143668,3.0,4.0,6.0,89,210125.5329
87.10981333,1,1,12,15,16.17375619,6.0,4.0,7.0,41,112808.9438
59.16178056,3,2,3,30,11.79491365,5.0,4.0,8.0,7,138895.8844
184.7093536,4,2,15,9,13.34356392,1.0,1.0,5.0,51,187948.9455
150.8873467,3,1,6,44,10.0224825,8.0,1.0,2.0,6,182784.3058
129.3409894,2,1,17,3,8.705294288,2.0,4.0,4.0,40,180232.1698
95.66695465,4,1,19,16,18.15322963,4.0,2.0,21.28429811,42,127033.5488
104.3283588,3,1,18,35,18.75754494,8.0,4.0,6.0,64,153421.1912
120.5973424,2,1,19,38,16.89638467,0.0,1.0,4.0,44,108662.9821
106.7367762,4,1,15,43,1.794401422,3.0,1.0,9.0,26,208224.4692
196.9290394,4,2,7,39,12.52405843,2.0,2.0,1.0,50,187777.7945
99.19820014,1,1,4,25,13.63229204,1.0,2.0,8.0,59,130836.3643
152.0522999,4,1,13,6,6.16717226,4.0,3.0,3.0,78,221997.1328
59.48114275,3,1,7,15,9.086976678,7.0,3.0,5.0,53,152058.6808
121.6469754,2,1,5,12,2.787788426,7.0,1.0,2.0,8,187565.0712
92.59999651,3,2,1,17,11.64972611,6.0,2.0,3.0,80,164495.9283
127.1769115,1,1,7,13,4.823356522,3.0,0.0,7.0,52,198626.0028
105.1891371,4,2,7,1,9.515851751,8.0,3.0,6.0,52,194806.8833
118.4779837,2,1,7,35,9.969467935,0.0,4.0,3.0,35,152604.8601
100.6216073,3,2,17,1,1.215398773,4.0,0.0,5.0,96,221034.7857
195.574054,2,2,1,17,3.707894883,4.0,0.0,8.0,27,233699.0541
70.01591476,4,1,4,5,12.86170109,0.0,3.0,7.0,54,150921.0656
64.52059298,3,2,6,37,19.86358205,4.0,4.0,2.0,69,99419.39052
138.6540351,2,2,8,6,3.284116677,2.0,0.0,3.0,90,205319.4028
148.8764708,1,2,17,31,16.60736564,3.0,1.0,6.0,90,138997.0175
109.5885121,4,1,12,43,9.199216702,9.0,1.0,3.0,21,188480.1167
199.8916991,4,2,9,21,2.590303975,8.0,1.0,8.0,65,276132.7606
158.2110002,3,1,2,46,5.332875865,2.0,1.0,8.0,11,216350.9091
145.6374042,3,2,15,16,8.9188532,7.0,3.0,3.0,31,203116.0636
196.4338495,2,1,3,42,13.214225,5.0,1.0,1.0,29,176890.036
183.4690485,4,1,9,29,9.189658783,4.0,2.0,4.0,13,222192.5017
100.3247255,1,2,12,34,10.5084602,8.0,4.0,2.0,6,142672.632
72.15283673,3,1,7,12,15.99450031,3.0,4.0,8.0,70,140861.1958
59.39540046,4,1,11,28,1.18512204,6.0,1.0,8.0,38,217544.063
128.299441,3,2,4,14,12.47693905,6.0,2.0,9.0,65,182187.9504
165.9625331,4,2,4,8,16.89934507,3.0,2.0,9.0,20,196903.9542
193.8111385,2,2,8,25,5.341176363,1.0,4.0,9.0,52,259178.2081
67.59807206,2,1,5,90,10.4147803,9.0,4.0,3.0,27,139192.1315
66.05062103,2,1,5,36,15.70700559,8.0,2.0,6.0,14,113275.7906
138.4542085,2,1,10,19,4.335972106,2.0,2.0,2.0,25,211559.8429
161.8097111,1,1,5,47,3.898661711,3.0,2.0,5.0,19,194753.905
109.9702538,4,2,17,28,17.03540392,15.12371532,0.0,2.0,28,148731.0711
107.0502775,2,2,1,16,11.24908984,3.0,3.0,4.0,78,145531.0953
72.1713015,3,1,14,16,10.27970448,9.0,1.0,9.0,9,173497.984
152.7401658,4,1,17,42,11.56888968,5.0,4.0,4.0,55,181143.2132
148.5142938,2,2,6,14,14.62334141,7.0,6.894779654,5.0,99,160878.4756
179.3093894,1,2,3,7,8.427808798,0.0,2.0,9.0,68,202876.4292
64.58869922,1,2,1,33,2.808196688,1.0,2.0,5.0,7,161378.5298
124.6665362,4,1,10,29,3.576340807,7.0,1.0,5.0,79,226994.8185
137.1622895,3,2,8,7,19.5041562,8.0,0.0,8.0,0,155587.407
86.23355601,1,2,17,15,1.982635584,6.0,2.0,9.0,74,208817.9306
75.35381092,2,2,15,32,14.52076741,3.0,3.0,2.0,18,120483.6558
178.9371255,2,2,39,7,18.92994904,6.0,2.0,6.0,85,162493.5516
58.78023834,1,1,13,34,3.455931398,1.0,0.0,6.0,72,158793.9553
120.5931356,4,2,16,47,14.72302318,0.0,1.0,7.0,15,169176.2881
67.3751002,4,2,19,27,6.746675362,9.0,0.0,3.0,86,179509.7691
118.5588142,1,2,11,33,5.502335348,3.0,0.0,2.0,97,159001.8426
196.994349,2,2,3,47,17.19982956,0.0,4.0,7.0,99,178284.7305
178.5687376,2,1,12,8,7.593959678,9.0,2.0,5.0,4,221126.1326
67.59733463,3,1,4,40,13.0203032,3.0,3.0,2.0,94,138438.2739
109.971821,4,2,11,38,17.74355787,1.0,2.0,2.0,98,145690.8714
150.7075218,3,2,10,28,7.054774691,6.0,2.0,6.0,82,224457.6201
101.7077191,2,2,5,39,13.4063727,1.0,1.0,6.0,79,134807.0463
157.0650303,4,1,15,46,17.65193626,6.0,4.0,8.0,4,180343.7655
145.8780349,4,1,16,24,1.292123219,0.0,3.0,9.0,97,243770.8339
109.8741718,2,2,2,13,17.25896998,9.0,2.0,4.0,58,122283.1897
114.7640191,0,1,1,10,11.87017254,6.0,2.0,5.0,17,114353.2819
142.179155,4,2,16,30,8.866292311,4.0,3.0,9.0,69,216817.2634
60.50632852,3,1,16,30,10.92970109,8.0,3.0,2.0,52,126778.899
148.0131742,3,2,10,24,14.72046144,3.0,3.0,1.0,25,165107.9056
158.9513697,2,1,18,25,10.52403216,4.0,3.0,3.0,13,179883.2413
130.5384502,2,1,11,10,10.26539419,4.0,1.0,9.0,24,159103.3762
66.57156665,4,1,11,5,18.08589654,4.0,3.0,6.0,54,129910.7335
110.755342,2,1,18,38,5.414501868,5.0,1.0,1.0,14,181422.902
110.8060374,4,2,8,12,2.81833222,7.0,0.0,7.0,45,230399.0514
98.15644851,2,1,3,23,13.89412426,8.0,3.0,8.0,23,144802.5255
160.5881364,4,1,17,38,11.79933451,9.0,0.0,5.0,88,203034.3614
66.46766871,1,2,13,41,5.988194356,3.0,3.0,2.0,88,152584.0736
140.94622,4,2,13,41,6.623108148,2.0,3.0,8.0,87,239030.8001
155.4826245,4,1,11,35,12.72382135,1.0,4.0,3.0,83,192158.084
145.2179484,4,2,2,47,6.186208505,0.0,2.0,9.0,25,219573.3523
193.8713378,1,2,9,34,10.49280304,7.0,4.0,9.0,77,203648.7294
65.49472326,3,1,1,14,7.309412648,1.0,3.0,6.0,12,167510.9404
180.0750739,3,2,12,34,10.69832535,4.0,4.0,4.0,14,197601.974
54.37853523,1,2,12,8,5.357914094,4.0,4.0,3.0,1,145865.5001
128.6275791,2,2,2,47,8.32882321,2.0,0.0,8.0,63,180596.9925
104.7649816,3,1,19,30,5.418757632,5.0,3.0,9.0,90,202422.3795
78.58503724,4,1,12,13,17.30998763,6.0,3.0,9.0,34,139380.221
52.86843462,4,2,18,49,8.632309054,4.0,1.0,7.0,91,165933.5028
127.7224721,3,4,8,36,3.20153314,3.0,0.0,4.0,12,198129.0317
176.4165294,4,1,10,35,14.45291131,1.0,3.0,8.0,94,209928.9462
105.9823934,1,1,5,2,6.319467796,0.0,2.0,2.0,56,157211.1549
62.07980052,4,2,15,44,12.85016776,9.0,1.0,5.0,22,150509.6661
62.79663847,3,1,2,49,19.28891305,2.0,0.0,3.0,89,102706.9991
83.20946694,1,2,15,10,4.630922812,6.0,1.0,4.0,78,156109.1251
65.00210914,2,1,1,17,6.399269088,7.0,3.0,8.0,34,153206.2871
89.75595475,3,1,16,4,18.71217681,0.0,3.0,6.0,10,126020.174
59.84073008,2,1,1,23,9.537288943,8.0,2.0,4.0,36,120282.3285
178.4414269,1,2,6,48,14.96069455,7.0,4.0,2.0,99,167746.9198
74.31803911,2,1,6,21,8.854317341,23.73657474,0.0,1.0,38,142366.7958
133.9523609,1,1,10,25,8.790978906,4.0,4.0,7.0,88,169358.6171
166.0183317,4,1,16,34,3.97191833,7.0,3.0,1.0,62,234508.4172
73.00533168,3,2,10,22,5.99062387,6.0,0.0,3.0,39,177107.827
79.93942132,2,2,8,37,13.03827528,8.0,4.0,4.0,47,135398.3343
114.9476309,1,1,10,45,8.573517474,8.0,0.0,3.0,2,153316.7542
129.2351134,3,2,9,13,17.22069962,1.0,0.0,4.0,94,143366.3258
102.4160438,1,2,2,27,15.65588923,9.0,2.0,9.0,59,119355.1629
189.0817711,3,2,14,47,14.56107179,4.0,3.0,1.0,47,167792.4766
54.34288235,3,2,18,20,10.77437732,0.0,3.0,8.0,90,149049.2682
184.3536937,3,1,1,19,3.164998358,9.0,1.0,7.0,42,249725.675
108.8853183,3,2,19,35,10.56170049,6.0,1.0,6.0,8,180190.5794
181.7558743,3,2,17,32,9.225080803,2.0,2.0,3.0,68,201326.5699
198.1023136,4,1,15,1,12.06817586,7.0,4.0,1.0,8,221657.5978
163.8923678,3,2,9,28,7.172574327,2.0,1.0,9.0,21,227196.4297
104.6816939,4,1,8,49,5.475577053,2.0,1.0,8.0,89,188856.7835
125.1594759,3,2,14,47,14.98212423,8.0,1.0,9.0,25,181475.5709
106.4583733,3,2,9,23,5.054049406,6.0,2.0,6.0,34,222651.0433
104.7367754,3,1,2,4,16.30047685,0.0,0.0,9.0,51,118107.1156
89.13567491,2,2,10,33,19.60405912,2.0,0.0,1.0,81,90512.78231
152.2609918,2,1,12,49,16.43545533,1.0,4.0,9.0,29,166544.5874
91.6010407,1,1,8,25,4.198986839,5.0,0.0,6.0,79,175969.9443
73.97679303,4,1,6,10,10.82344449,1.0,4.0,2.0,75,170471.0689
57.02095321,2,2,12,3,5.85867628,8.0,0.0,4.0,98,169862.8477
76.78699521,3,2,10,5,7.166878235,2.0,3.0,8.0,62,175138.3521
141.930013,4,2,0,10,10.44307089,1.0,2.0,6.0,71,208959.9604
182.2844755,1,2,17,27,9.269094889,9.0,2.0,7.0,71,214468.5034
194.9584957,4,2,4,9,18.76800807,7.0,2.0,3.0,25,183090.7783
126.1453321,2,1,8,38,13.09871887,3.0,0.0,6.0,50,147897.0666
95.06055247,2,1,6,41,19.18562623,1.0,0.0,4.0,56,91402.31792
132.4250859,2,1,4,35,4.618448704,8.0,3.0,2.0,16,181704.2499
189.6228076,1,1,9,45,11.71480826,8.0,4.0,7.0,12,190663.2472
128.1142156,1,2,4,39,14.02463272,5.0,0.0,5.0,47,158235.3471
90.08105478,2,2,2,28,14.58455026,0.0,2.0,2.0,25,119849.6723
87.15275337,1,1,15,37,3.502405687,1.0,3.0,2.0,99,171440.1954
178.8166202,3,2,1,19,9.905566011,4.0,0.0,3.0,79,209141.347
118.7754751,1,1,8,5,12.24796376,0.0,3.0,6.0,32,143398.383
116.6880932,2,1,19,25,6.610399451,3.0,3.0,9.0,58,170562.0942
182.1017185,4,2,16,31,9.585089799,7.0,1.0,25.39215987,55,252710.0229
198.7835494,2,1,2,17,16.56198355,3.0,3.0,5.0,63,184392.5121
106.51119,2,1,3,41,19.34362402,4.0,3.0,7.0,99,135381.6122
194.9221168,2,2,14,46,7.580225352,1.0,1.0,1.0,41,212487.6631
168.7819354,4,2,18,12,0.355892418,3.0,4.0,7.0,1,208005.2408
151.3533721,1,1,4,35,12.07834145,8.0,0.0,1.0,20,139917.541
86.73342191,1,2,2,18,16.23079746,1.0,3.0,8.0,28,125643.4393
82.46858914,3,1,7,7,3.884927203,1.0,0.0,5.0,93,193391.6688
74.90717368,2,1,3,25,16.98382722,7.0,0.0,7.0,6,126185.6229
94.11149936,4,1,7,30,1.663481823,9.0,3.0,9.0,68,230163.6429
117.9641368,1,2,10,3,11.77138825,8.0,0.0,5.0,7,168290.5725
166.7257393,2,2,17,47,10.432359,8.0,3.0,6.0,11,196757.6319
176.6352442,1,2,17,41,12.38884924,4.0,2.0,2.0,2,173923.6232
114.035654,4,1,15,40,18.61069471,2.0,0.0,2.0,22,130131.249
176.4282332,2,1,7,10,6.644083358,0.0,0.0,2.0,78,187042.7326
172.7049959,3,1,1,44,17.04675134,9.0,3.0,8.0,38,196903.8951
73.45750233,4,2,10,21,13.67185733,7.0,2.0,5.0,55,149632.1607
61.30386036,1,1,16,43,14.75678215,1.0,1.0,9.0,69,89051.48974
113.6994504,1,2,19,3,16.11451119,19.20364522,0.0,9.0,1,136001.888
86.98354097,2,1,5,8,18.27125606,4.0,3.0,8.0,10,120151.638
139.4649598,3,2,8,32,18.18395799,4.0,4.0,3.0,82,148359.5353
67.62884644,1,1,18,33,7.229876171,8.0,2.0,0.332843168,63,167816.5048
196.3825803,2,1,12,5,19.46748372,5.0,0.0,7.0,16,160330.9766
108.7695408,4,1,16,25,12.71165118,3.0,4.0,5.0,52,157320.683
86.32678912,3,2,11,43,10.4092666,2.0,4.0,2.0,40,151268.7712
87.55973193,2,1,19,9,5.379045333,4.0,1.0,9.0,81,184738.1159
55.99892029,3,2,1,27,2.253138534,3.0,1.0,6.0,39,179118.3142
111.2454363,2,1,7,28,17.2348434,6.0,3.0,7.0,18,137561.7285
106.6109859,2,2,5,35,3.678475839,0.0,4.0,5.0,45,169964.5292
171.4047457,4,1,12,44,7.181691548,3.0,2.0,2.0,54,206353.1283
156.355319,1,2,1,13,12.99134215,4.0,0.0,8.0,21,162759.9536
193.1500723,1,1,17,48,7.826724295,5.0,3.0,3.0,10,204396.5062
184.6314147,4,2,11,41,7.430567065,6.0,3.0,7.0,8,240529.6525
165.4950779,1,2,8,46,10.17072802,9.0,3.0,8.0,91,195980.5387
103.6136977,3,2,7,33,8.090723121,6.0,2.0,7.0,56,189548.8721
143.2498155,3,1,8,1,3.740718142,3.0,2.0,8.0,87,232615.1068
93.28549365,2,2,1,48,4.777443128,3.0,2.0,9.0,97,201044.9301
181.1599876,2,1,10,18,2.50568521,5.0,0.0,5.0,5,227209.092
66.86409758,3,2,12,13,9.885484287,9.0,2.0,2.0,19,156463.5949
81.86515419,2,1,13,17,17.06267476,9.0,3.0,9.0,84,120570.1208
161.784944,3,2,10,29,8.984240049,5.0,1.0,4.0,96,209774.8619
129.0361174,2,1,16,1,17.55623941,7.0,0.0,3.0,7,141071.9739
123.1514485,2,2,6,47,7.902957371,3.0,3.0,3.0,7,174539.9082
113.8102588,1,2,17,37,8.583132304,2.0,0.0,2.0,90,149899.2029
59.53306623,3,1,7,19,11.29702038,5.0,1.0,6.0,19,144639.3318
81.23798782,3,1,5,18,15.72396719,4.0,0.0,4.0,16,122505.7761
82.30973065,1,1,18,41,3.562861504,0.0,2.0,1.0,6,152742.8275
178.7506458,2,1,12,26,11.05284416,1.0,2.0,9.0,8,196574.2083
140.8567936,1,2,14,34,15.21106178,1.0,0.0,2.0,49,118490.6963
145.6193416,2,1,1,47,2.376220255,6.0,3.0,6.0,54,231725.1487
171.7907843,3,1,2,19,2.172831599,5.0,0.0,6.0,69,246296.4982
121.9076824,1,2,13,36,6.97639991,0.0,2.0,3.0,51,170492.4571
57.40234202,2,2,3,21,1.073463201,2.0,3.0,8.0,62,194719.4045
93.93328475,4,2,11,6,17.01097516,9.0,1.0,3.0,54,146719.202
157.2578896,3,2,11,36,9.903015561,2.0,3.0,2.0,72,203927.794
112.7163818,3,2,13,48,19.91844596,9.0,1.0,5.0,53,140035.8893
66.08161181,1,2,11,41,10.51474985,4.0,4.0,8.0,24,156480.7299
172.6008667,4,2,9,40,12.91410443,9.0,3.0,3.0,13,198686.7642
120.9714468,2,1,15,31,6.976487986,5.0,0.0,6.0,33,177075.3937
182.3425508,4,2,8,12,6.763765984,6.0,0.0,9.0,97,257909.7374
159.9933701,3,2,16,9,3.473894282,5.0,1.0,8.0,68,239854.2153
111.4589308,1,1,14,27,11.36260411,2.0,4.0,9.0,22,148047.8409
127.345752,2,2,9,32,9.490333525,5.0,4.0,4.0,91,172468.3532
160.591787,4,1,17,38,16.02013337,6.0,3.0,4.0,4,156486.7627
50.77294464,2,2,17,20,8.247466662,1.0,0.0,9.0,43,173009.1637
154.1236777,4,1,12,32,18.12841074,8.0,0.0,2.0,79,157910.8976
187.926111,2,1,1,7,4.601078172,1.0,3.0,4.0,93,222635.3976
156.5683639,3,2,13,38,18.68038491,5.0,3.0,4.0,86,143782.138
76.55086724,2,2,3,12,12.27244625,3.0,3.0,7.0,54,153117.0417
71.04740269,1,1,14,45,10.54085324,0.0,3.0,4.0,184,105482.7782
103.8492918,2,1,8,5,6.09044556,0.0,3.0,5.0,45,169853.2619
190.5675563,3,1,4,36,15.23169344,9.0,4.0,3.0,21,198623.9448
92.42552783,3,2,11,45,2.191993715,3.0,11.64225997,3.0,29,183433.9583
100.9446566,4,2,10,26,8.933378177,0.0,1.0,5.0,75,180325.561
140.0319302,3,1,3,13,17.85558786,1.0,1.0,6.0,75,136465.3938
194.4795943,4,1,15,1,8.74871286,5.0,1.0,3.0,82,208519.8886
72.17020011,2,2,12,33,15.12898067,6.0,0.0,8.0,13,142114.1602
88.53749655,3,1,9,7,3.154268853,1.0,6.436065363,8.0,98,197147.7915
181.0335241,1,1,5,36,17.47141591,4.0,3.0,7.0,31,162398.2222
123.7838348,3,1,16,42,10.5462035,6.0,4.0,8.0,47,202798.4203
77.82768463,4,2,7,20,11.20910227,1.0,3.0,4.0,79,165071.3816
129.9002881,1,1,12,36,15.61528799,0.0,4.0,1.0,39,104218.3204
97.48138398,2,5,1,43,14.85759319,0.0,2.0,7.0,62,127919.8375
117.0315446,3,2,6,24,11.96819339,2.0,4.0,3.0,68,156569.6183
114.9616174,3,1,10,26,7.967454653,7.0,0.0,2.0,39,170881.4674
187.2456155,1,2,12,45,9.218368474,2.0,3.0,4.0,92,198229.641
159.7616278,1,1,4,9,8.837128701,3.0,0.0,9.0,60,181196.4367
136.6564136,0,1,6,40,15.11025219,4.0,3.0,4.0,42,142050.3222
166.876915,2,2,16,16,1.713708645,3.0,4.0,3.0,79,234970.7124
169.3385553,3,1,2,5,17.84094123,3.0,4.0,6.0,98,160495.5677
165.6309135,2,1,9,27,9.026431958,2.0,3.0,3.0,77,196138.3039
160.3840845,2,1,12,12,6.044646721,5.0,3.0,2.0,33,211352.668
71.22597284,2,2,8,27,4.503619762,6.0,4.0,1.0,70,170875.3427
179.8918203,2,2,12,13,12.12725758,1.0,2.0,1.0,38,182097.9995
135.1769002,4,1,14,39,6.617379375,0.0,2.0,2.0,84,196134.803
143.1753871,2,1,9,14,13.34810679,5.0,1.0,8.0,58,166871.0563
124.7269349,3,2,5,23,9.031721657,8.0,2.0,8.0,9,194396.9543
144.1602134,2,2,11,27,12.69322079,2.0,1.0,9.0,54,172063.6894
110.2141924,1,1,17,6,7.910348751,8.0,2.0,9.0,9,179870.3212
112.5037635,1,2,3,19,1.260794861,4.0,2.0,4.0,99,192334.4619
171.6257923,4,2,14,45,9.97331964,9.0,2.0,3.0,46,219801.5674
102.2287914,1,2,12,47,2.741709117,2.0,1.0,7.0,70,179713.5554
22.39598343,4,1,14,29,12.9352235,5.0,3.0,6.0,18,140183.0964
187.7819677,4,1,9,10,18.80070496,4.0,2.0,1.0,7,151545.063
68.01802732,2,2,4,6,17.7281202,6.0,3.0,2.0,91,109258.461
100.1710612,4,2,13,27,14.56474537,1.0,0.0,4.0,12,138032.1485
58.53158887,4,1,10,21,3.273060065,3.0,4.0,6.0,9,208958.0402
21.64969491,3,1,15,48,7.085590369,2.0,2.0,5.0,94,219462.2081
179.5205974,2,1,6,43,11.83007263,6.0,0.0,6.0,63,193236.1068
134.975916,2,1,14,13,11.16404653,2.0,3.0,9.0,20,168482.8194
101.3513565,1,1,8,46,16.21034599,7.0,1.0,8.0,61,150615.7881
163.6046215,4,1,10,28,14.89198577,8.0,3.0,7.0,82,204074.3486
127.5989125,2,1,19,11,1.825459359,8.0,2.0,6.0,98,215901.7714
122.7448468,3,1,8,10,9.132526852,5.0,4.0,4.0,35,187623.8871
185.1743256,4,2,4,6,10.48445486,4.0,4.0,6.0,41,230473.6945
133.1967588,2,1,11,14,9.50910433,2.0,4.0,3.0,2,163856.4737
158.8360301,4,2,6,18,13.39614832,4.0,4.0,1.0,25,191759.5445
55.78358691,2,2,2,46,5.890462731,8.0,3.0,8.0,70,181168.18
165.9665079,3,2,18,26,1.848517663,7.0,0.0,1.0,92,235697.1368
82.53053751,3,2,3,4,10.56590358,2.0,4.0,4.0,64,156980.0813
185.472447,1,1,4,1,18.49040027,5.0,1.0,6.0,30,159173.9648
56.43862859,4,2,2,15,1.559365384,2.0,2.0,2.0,65,183791.7544
99.96080517,1,2,12,15,1.261090268,1.0,4.0,8.0,72,220820.9396
64.95994209,2,1,2,24,12.16721365,4.0,0.0,1.0,59,122528.8569
121.3383676,4,1,3,7,0.466655192,2.0,1.0,5.0,48,175641.6605
21.2053592,2,2,18,16,1.298420622,1.0,1.0,9.0,67,272567.1736
94.72810395,1,1,8,6,2.958306263,3.0,2.0,4.0,43,167041.2929
72.6402346,2,1,9,1,16.8914982,7.0,4.0,4.0,85,119648.5672
99.54005535,2,2,19,40,9.600130483,0.0,3.0,8.0,95,164949.4633
71.05759367,4,1,16,18,3.962489199,6.0,1.0,6.0,80,210171.5196
84.10436736,4,1,2,33,12.61703198,3.0,4.0,5.0,84,143708.5576
60.32779467,4,1,10,30,7.244653901,1.0,3.0,5.0,78,157002.0299
155.8565066,2,2,7,32,1.488399409,5.0,3.0,6.0,34,236252.3622
96.62599657,1,1,16,12,1.614705595,5.0,0.0,3.0,62,177787.0198
100.3966314,2,1,14,32,4.016596721,1.0,3.0,8.0,69,188441.2772
