BranchName,City,Population,IncomeGeneratingPopRatio,AverageIncome,IndustryType,Sales
지점327,수원,2542203,0.642761319,6676915,서비스업,207201940
지점122,부산,534074,0.286348343,3518603,어업,415243817
지점995,대구,1440039,0.516382821,3355232,어업,182866006
지점508,대구,1894126,0.577391947,4120044,서비스업,204661003
지점229,서울,2384534,0.357732579,4688258,제조업,478398725
지점674,광주,1069047,0.440653483,5086373,농업,359896632
지점596,서울,1419945,0.369825512,3015978,서비스업,445677126
지점446,인천,1162893,0.666727946,4434869,농업,150846786
지점118,광주,2476820,0.571449146,6838173,농업,392693259
지점465,서울,1620261,0.459216155,4699798,서비스업,319697350
지점26,인천,539603,0.221381569,5721467,서비스업,212467148
지점111,대구,2748818,0.642311028,3040358,농업,371072058
지점150,서울,1954161,0.642162113,3686722,어업,453903061
지점153,울산,2981194,0.594234194,6053464,제조업,293251247
지점529,대구,1547643,0.257462175,3099664,농업,273284833
지점697,용인,1843980,0.411203747,6335453,서비스업,444243328
지점622,부산,1161034,0.675705407,5215374,어업,439122904
지점462,수원,1391121,0.602411482,6751493,어업,450912327
지점599,수원,2725262,0.392913985,5787909,농업,331033137
지점140,대구,2992882,0.253650516,5786856,서비스업,421429418
지점750,부산,2807973,0.662311406,3027774,어업,318775456
지점261,수원,2146397,0.632605731,5417961,농업,461540061
지점962,수원,2908461,0.330609476,5577702,서비스업,332750858
지점324,대구,2022254,0.221244804,4453300,서비스업,337568483
지점898,용인,1172461,0.677563017,4525062,농업,294494072
지점249,부산,2443102,0.290633831,6135881,어업,423026923
지점451,수원,2448633,0.574550303,6750533,농업,421612837
지점411,인천,1233299,0.563121641,3176110,서비스업,367689448
지점608,광주,1092293,0.60063671,5617984,서비스업,336758034
지점20,부산,1341087,0.694544219,5837248,농업,259894738
지점329,수원,2006662,0.611995047,5098074,제조업,362852780
지점297,수원,2610880,0.429010482,5143513,어업,237069196
지점270,대전,2862966,0.222221694,3632869,어업,304091599
지점227,고양,1647123,0.630911496,5917429,어업,207127366
지점95,대전,1564995,0.584935757,4201590,서비스업,331089751
지점516,서울,1863121,0.21463547,5695591,서비스업,377058049
지점842,대전,1984351,0.492322299,3738776,제조업,113947434
지점638,광주,925452,0.338123834,3887036,어업,486288539
지점281,광주,2399461,0.631333029,6808696,어업,312187836
지점287,고양,2573013,0.55444145,3646101,제조업,169302337
지점590,서울,2940559,0.433010872,3589823,제조업,434204570
지점931,대전,2043803,0.432545892,3536911,어업,241508714
지점445,수원,1372263,0.22464263,3364350,서비스업,114904093
지점185,인천,815159,0.530788824,3359750,어업,386398451
지점372,용인,2047822,0.549058188,4597434,제조업,487938928
지점873,대전,1476912,0.479261549,3004077,어업,481050412
지점977,서울,984572,0.671419723,3557191,서비스업,163006223
지점276,부산,717720,0.252417104,6227041,어업,336937847
지점807,인천,1030364,0.215144205,6928470,서비스업,313296581
지점936,고양,1305751,0.289032943,5686884,어업,278673256
지점183,고양,966144,0.272120051,4380437,어업,343092604
지점33,고양,2054193,0.600907934,3216657,어업,259997354
지점81,광주,2590478,0.601487689,6648535,농업,469728536
지점308,인천,805154,0.377963776,3893832,제조업,208060200
지점771,부산,1040054,0.564189498,6140897,제조업,474814951
지점12,울산,1129414,0.290811197,5314763,서비스업,361874425
지점44,광주,2578854,0.317985193,4937865,제조업,226259990
지점87,대전,1597340,0.258231627,3198724,어업,333645458
지점779,인천,1543240,0.38090062,4271568,서비스업,316875226
지점37,인천,2649351,0.425903509,3451462,농업,199766916
지점981,대구,557310,0.372872923,6725956,어업,335787794
지점59,광주,831646,0.408466976,5267058,제조업,440799104
지점42,용인,1639133,0.602467786,6387833,서비스업,100038878
지점783,대전,2317928,0.436214423,5647959,제조업,193871418
지점412,광주,2694621,0.43743585,5044011,농업,347919893
지점563,고양,2137291,0.530881797,3059097,농업,365484445
지점210,용인,1992523,0.44388228,3517803,제조업,299783518
지점149,인천,2721762,0.356344922,5050941,농업,349350001
지점740,인천,2853539,0.270993238,3972425,농업,118294593
지점595,울산,1667437,0.578467663,6568705,제조업,177806502
지점124,울산,2076177,0.254841531,6786912,제조업,404181329
지점735,광주,2924091,0.282741614,4006356,제조업,150899604
지점575,대전,1529726,0.20961603,4719321,서비스업,161723681
지점99,광주,2128995,0.457716543,6974391,어업,424884186
지점378,인천,1339635,0.565965139,6686066,어업,129074359
지점131,서울,1842663,0.612869094,6906762,제조업,336287965
지점700,대전,1186105,0.648716663,5211604,농업,176682114
지점24,용인,1779611,0.35376602,4484631,어업,373596497
지점870,광주,1485126,0.335608265,6779241,제조업,278785885
지점556,용인,2849401,0.484597986,6747121,서비스업,153319557
지점371,대전,1187871,0.561012265,6260204,어업,195688175
지점513,대구,2647290,0.36296197,3265549,서비스업,399315821
지점384,용인,720761,0.286596618,4992383,서비스업,201581593
지점202,수원,1922917,0.47962415,3236869,농업,188116824
지점369,광주,1352152,0.476883037,5415072,농업,132655589
지점555,서울,784441,0.564473848,6214586,어업,178012797
지점611,서울,1192177,0.32848773,3677679,서비스업,375458881
지점388,고양,592810,0.407219437,5853414,제조업,497234358
지점862,대구,2097127,0.689398269,5654131,서비스업,475668578
지점817,울산,802583,0.647086258,4952554,농업,310376296
지점293,수원,1296832,0.559439458,5207526,농업,421325066
지점691,대구,2148798,0.363317615,3454887,제조업,342827665
지점257,대전,1675825,0.427294934,4982021,농업,487161213
지점607,대구,2131746,0.464040964,5780865,서비스업,317793383
지점198,고양,2615652,0.20786912,3636640,제조업,497103559
지점96,서울,1045550,0.624844938,4744636,제조업,467981025
지점963,광주,1607107,0.403018651,3655468,농업,126299261
지점944,대전,1603800,0.376606884,6383033,서비스업,437911121
지점170,울산,866567,0.415921325,3836782,농업,384951873
지점582,수원,574518,0.470111402,3361064,농업,335253676
지점306,울산,1964136,0.343243174,5910670,어업,288063462
지점561,울산,1812059,0.410636698,5280775,서비스업,167063795
지점854,부산,1587410,0.406448308,3680985,제조업,225175763
지점374,부산,2700665,0.670871072,3423378,농업,290654310
지점720,서울,1058450,0.343232316,5164108,농업,399130080
지점792,인천,1057418,0.569296111,5332698,어업,251425344
지점228,광주,1515580,0.622163507,6704789,서비스업,144648349
지점661,인천,1438217,0.681546945,3601896,서비스업,372306273
지점144,인천,760984,0.508091495,4338795,제조업,497949599
지점847,대전,1039453,0.356549441,4507891,제조업,173466614
지점181,부산,1309178,0.309639693,5261240,어업,167134846
지점869,대전,1119950,0.509886042,6288568,어업,447064660
지점132,울산,853589,0.609211081,6416490,농업,424388718
지점950,부산,2955327,0.693164532,3533385,서비스업,380712698
지점48,수원,1861653,0.535844929,4766640,제조업,174528568
지점775,대전,2951138,0.432245177,6498021,농업,462715006
지점325,인천,1592729,0.25877297,3894504,서비스업,418159233
지점204,인천,2910083,0.552366097,6422465,서비스업,426032878
지점85,인천,557329,0.272029271,6788689,어업,368202976
지점634,광주,962206,0.658025454,6121733,어업,247891301
지점566,인천,2420327,0.37800363,4102564,서비스업,441970338
지점612,대전,2482575,0.333487949,4022840,제조업,387332698
지점399,서울,2681554,0.351452404,4728379,서비스업,477788772
지점897,대전,2958625,0.516912557,6364537,어업,497177693
지점92,용인,2914194,0.410116768,6345831,어업,485099350
지점83,고양,2847273,0.45841652,5462532,제조업,476680157
지점431,용인,1069927,0.468499446,4035504,서비스업,128085139
지점780,고양,984100,0.39081966,3408659,어업,431621771
지점120,대구,1783661,0.343164773,5748606,제조업,495294559
지점871,용인,2688481,0.249422976,6353217,어업,423514817
지점292,수원,2271793,0.213160668,4780521,서비스업,272116886
지점58,부산,816834,0.477596941,4338863,서비스업,223829283
지점322,대구,1329683,0.691601369,3838537,제조업,234361608
지점258,대구,1423289,0.304801364,5891437,어업,381672935
지점889,용인,1095654,0.435832033,3687353,농업,486445381
지점948,수원,2183515,0.378126589,5834598,농업,415445091
지점443,울산,1419220,0.241582386,6499339,농업,183838393
지점43,서울,2955386,0.233298166,6539302,제조업,254203623
지점618,수원,2064981,0.681011627,4606100,서비스업,470773283
지점389,광주,1672096,0.595640776,6990697,농업,420605987
지점336,부산,694791,0.28012996,5890686,농업,103486225
지점274,서울,2865243,0.618663188,4760290,제조업,184123133
지점757,서울,1387808,0.390291434,3365457,제조업,220117310
지점489,수원,2144616,0.322995303,5790024,제조업,294137636
지점551,용인,1362943,0.355724698,4729988,제조업,117758092
지점902,수원,1152878,0.328979389,3695963,농업,179818151
지점54,대전,1896024,0.481033055,5718080,서비스업,184727899
지점933,대전,1859653,0.260193697,4897285,어업,431662560
지점937,대구,1096408,0.686466809,4307680,제조업,348865090
지점129,서울,2829308,0.247061218,5479402,서비스업,408760765
지점803,부산,2744239,0.226831453,5934614,서비스업,418923896
지점29,대전,743368,0.431048765,6061517,어업,300677279
지점184,고양,616564,0.620008349,4336406,어업,442890169
지점883,인천,638272,0.500816748,3512073,농업,316829290
지점460,인천,2941471,0.396010859,3805648,어업,371891700
지점511,울산,1391570,0.61023108,5280480,서비스업,295829272
지점676,서울,2307650,0.600529356,3377401,농업,453955836
지점152,인천,2926918,0.303756367,6038588,농업,326835737
지점245,인천,2318943,0.360710963,3797075,어업,229813561
지점715,대전,1670599,0.256394132,6296878,제조업,351710793
지점544,광주,1579001,0.556623007,5958577,농업,281048958
지점545,울산,1194566,0.690932109,6348776,어업,357155295
지점640,용인,586891,0.588374835,3994740,서비스업,308815914
지점698,인천,1533014,0.262398224,6766439,어업,393321591
지점266,대구,643388,0.374543671,6811363,어업,495035973
지점289,서울,1967860,0.479205013,3927324,농업,231356936
지점424,용인,2483880,0.485775098,3729432,어업,168287810
지점911,인천,2147160,0.45034605,4070814,서비스업,321710147
지점148,광주,2447320,0.277212712,6982380,어업,222864465
지점660,인천,2590246,0.403136248,5819539,제조업,472166758
지점798,용인,2994808,0.504580632,5776007,제조업,385825322
지점967,인천,2627268,0.269865076,6078802,농업,279891499
지점178,울산,2171535,0.583334651,6578436,제조업,337491648
지점100,대구,840123,0.407976657,5773120,서비스업,465848715
지점851,울산,688776,0.326958333,5349126,제조업,479550625
지점449,용인,2969711,0.20003685,4566199,제조업,165953225
지점432,대전,2825562,0.689428491,3583360,농업,133248431
지점848,광주,1549179,0.488297539,4548130,어업,421574212
지점710,울산,1076444,0.555252664,4814837,서비스업,133813931
지점756,광주,2517534,0.336674854,3142250,서비스업,470314815
지점116,대구,1085467,0.257780657,4521867,어업,325133358
지점917,인천,2964017,0.629199067,5117076,서비스업,147954259
지점778,대전,957202,0.27093363,3975769,농업,330373953
지점73,대전,2800876,0.415628923,5451252,제조업,225042790
지점846,부산,1931231,0.633790426,4827338,농업,454487581
지점538,울산,1078129,0.541989806,6785808,어업,111848499
지점678,용인,2534453,0.347158204,4970670,서비스업,427402318
지점850,대전,1834483,0.638130969,4115392,어업,483944143
지점984,울산,2901466,0.25162661,4577852,제조업,294231984
지점175,용인,896652,0.47196075,5438773,서비스업,216248268
지점88,대전,1497284,0.281590853,4797323,서비스업,237184045
지점552,대전,2291945,0.324138284,5862306,농업,283146228
지점487,인천,1866052,0.674148376,4027158,농업,193861011
지점706,대구,2076945,0.482298555,6251788,제조업,268294957
지점315,광주,2340338,0.487876423,4701654,제조업,407071320
지점397,광주,1943157,0.325260293,4649795,어업,369660588
지점601,대구,2336196,0.522569267,3628371,서비스업,307560371
지점473,용인,1744587,0.609844903,6877534,농업,104133631
지점71,서울,2071247,0.310745089,4913214,어업,167350255
지점600,용인,2178328,0.465783861,6171941,서비스업,484428280
지점805,고양,786582,0.586302072,4394720,농업,196104990
지점755,부산,2680332,0.588166841,3151674,서비스업,394945513
지점278,서울,2368856,0.66856151,3191833,농업,261004589
지점724,울산,584029,0.450268729,5955685,어업,269332421
지점10,광주,2221506,0.664533079,3589441,제조업,399954722
지점360,대구,873215,0.275743004,5391039,서비스업,413708689
지점708,용인,2337605,0.6904897,4409760,제조업,141846981
지점764,울산,1079294,0.380556718,4496805,제조업,340446067
지점836,광주,507208,0.541595925,6178042,서비스업,491237005
지점193,서울,2519559,0.339025119,5476393,어업,171584230
지점630,대구,1020358,0.324212738,3764958,제조업,486850872
지점560,대전,2164947,0.407322075,4930715,어업,117472561
지점685,울산,514609,0.207838058,4927395,농업,223484593
